timecode,lat,lat_dir,lon,lon_dir,sensor
260324_221420_000,4200.0913,N,8739.4629,W,193
260324_221420_000,4200.0908,N,8739.4619,W,195
260324_221420_100,4200.0908,N,8739.4619,W,196
260324_221420_200,4200.0908,N,8739.4619,W,197
260324_221420_300,4200.0908,N,8739.4619,W,198
260324_221420_400,4200.0908,N,8739.4619,W,198
260324_221420_500,4200.0908,N,8739.4619,W,199
260324_221420_600,4200.0908,N,8739.4619,W,200
260324_221420_700,4200.0908,N,8739.4619,W,200
260324_221420_800,4200.0908,N,8739.4619,W,201
260324_221421_000,4200.0908,N,8739.4609,W,201
260324_221421_100,4200.0908,N,8739.4609,W,202
260324_221421_200,4200.0908,N,8739.4609,W,202
260324_221421_300,4200.0908,N,8739.4609,W,203
260324_221421_400,4200.0908,N,8739.4609,W,203
260324_221421_500,4200.0908,N,8739.4609,W,203
260324_221421_600,4200.0908,N,8739.4609,W,204
260324_221421_700,4200.0908,N,8739.4609,W,204
260324_221421_800,4200.0908,N,8739.4609,W,204
260324_221421_900,4200.0908,N,8739.4609,W,205
260324_221422_000,4200.0913,N,8739.4600,W,205
260324_221422_100,4200.0913,N,8739.4600,W,205
260324_221422_200,4200.0913,N,8739.4600,W,205
260324_221422_300,4200.0913,N,8739.4600,W,205
260324_221422_400,4200.0913,N,8739.4600,W,206
260324_221422_500,4200.0913,N,8739.4600,W,206
260324_221422_600,4200.0913,N,8739.4600,W,206
260324_221422_700,4200.0913,N,8739.4600,W,205
260324_221422_800,4200.0913,N,8739.4600,W,205
260324_221422_900,4200.0913,N,8739.4600,W,205
260324_221423_000,4200.0923,N,8739.4600,W,205
260324_221423_100,4200.0923,N,8739.4600,W,205
260324_221423_200,4200.0923,N,8739.4600,W,206
260324_221423_300,4200.0923,N,8739.4600,W,206
260324_221423_400,4200.0923,N,8739.4600,W,206
260324_221423_500,4200.0923,N,8739.4600,W,206
260324_221423_600,4200.0923,N,8739.4600,W,206
260324_221423_700,4200.0923,N,8739.4600,W,206
260324_221423_800,4200.0923,N,8739.4600,W,206
260324_221423_900,4200.0923,N,8739.4600,W,206
260324_221424_000,4200.0928,N,8739.4590,W,206
260324_221424_100,4200.0928,N,8739.4590,W,207
260324_221424_200,4200.0928,N,8739.4590,W,207
260324_221424_300,4200.0928,N,8739.4590,W,207
260324_221424_400,4200.0928,N,8739.4590,W,207
260324_221424_500,4200.0928,N,8739.4590,W,206
260324_221424_600,4200.0928,N,8739.4590,W,207
260324_221424_700,4200.0928,N,8739.4590,W,207
260324_221424_800,4200.0928,N,8739.4590,W,207
260324_221424_900,4200.0928,N,8739.4590,W,207
260324_221425_000,4200.0962,N,8739.4590,W,207
260324_221425_100,4200.0962,N,8739.4590,W,207
260324_221425_200,4200.0962,N,8739.4590,W,207
260324_221425_300,4200.0962,N,8739.4590,W,207
260324_221425_400,4200.0962,N,8739.4590,W,207
260324_221425_500,4200.0962,N,8739.4590,W,207
260324_221425_600,4200.0962,N,8739.4590,W,207
260324_221425_700,4200.0962,N,8739.4590,W,207
260324_221425_800,4200.0962,N,8739.4590,W,207
260324_221425_900,4200.0962,N,8739.4590,W,207
260324_221426_000,4200.0986,N,8739.4590,W,207
260324_221426_100,4200.0986,N,8739.4590,W,207
260324_221426_200,4200.0986,N,8739.4590,W,207
260324_221426_300,4200.0986,N,8739.4590,W,207
260324_221426_400,4200.0986,N,8739.4590,W,207
260324_221426_500,4200.0986,N,8739.4590,W,207
